team_name,opponent,match_date,year,round,venue,home_away,result,team_win,recent_form_5,avg_score_last5,win_streak_entering_match,days_rest,points_before_match,ladder_position_before_match,h2h_win_rate_vs_opponent,venue_win_rate
Western Bulldogs,Sydney Swans,1988-04-04,1988,1,Waverley Park,H,W,1,0.4,102.4,-1,219.0,0.0,1.0,0.2857142857142857,0.38095238095238093
Western Bulldogs,Melbourne Demons,1988-04-09,1988,2,Western Oval,H,L,0,0.4,109.8,1,5.0,4.0,1.0,0.5,0.75
Western Bulldogs,Fitzroy Lions,1988-04-16,1988,3,Western Oval,H,W,1,0.4,102.8,-1,7.0,4.0,5.0,0.6666666666666666,0.7333333333333333
Western Bulldogs,North Melbourne Kangaroos,1988-04-23,1988,4,Waverley Park,A,L,0,0.6,99.4,1,7.0,8.0,5.0,0.6,0.4090909090909091
Western Bulldogs,West Coast Eagles,1988-04-29,1988,5,WACA,A,L,0,0.4,86.2,-1,6.0,8.0,6.0,1.0,
Western Bulldogs,Richmond Tigers,1988-05-07,1988,6,Western Oval,H,W,1,0.4,91.2,-2,8.0,8.0,7.0,0.5714285714285714,0.7391304347826086
Western Bulldogs,brisbane bears,1988-05-15,1988,7,People First Stadium,A,L,0,0.4,89.0,1,8.0,12.0,6.0,1.0,0.5
Western Bulldogs,Collingwood Magpies,1988-05-21,1988,8,Victoria Park,A,L,0,0.4,90.0,-1,6.0,12.0,8.0,0.4444444444444444,0.4
Western Bulldogs,Hawthorn Hawks,1988-05-28,1988,9,Princes Park,A,L,0,0.2,84.8,-2,7.0,12.0,9.0,0.4444444444444444,0.3333333333333333
Western Bulldogs,Carlton Blues,1988-06-04,1988,10,Western Oval,H,L,0,0.2,80.4,-3,7.0,12.0,9.0,0.4444444444444444,0.7446808510638298
Western Bulldogs,St Kilda Saints,1988-06-11,1988,11,Waverley Park,A,W,1,0.2,76.8,-4,7.0,12.0,10.0,0.7777777777777778,0.391304347826087
Western Bulldogs,geelong cats,1988-06-18,1988,12,Western Oval,H,W,1,0.2,74.2,1,7.0,16.0,10.0,0.5,0.7291666666666666
Western Bulldogs,Essendon Bombers,1988-06-25,1988,13,Windy Hill,A,W,1,0.4,71.2,2,7.0,20.0,8.0,0.4444444444444444,0.6
Western Bulldogs,Hawthorn Hawks,1988-07-02,1988,14,Western Oval,H,L,0,0.6,74.6,3,7.0,24.0,5.0,0.4,0.7346938775510204
Western Bulldogs,Richmond Tigers,1988-07-09,1988,15,Waverley Park,H,W,1,0.6,77.0,-1,7.0,24.0,6.0,0.625,0.4166666666666667
Western Bulldogs,north melbourne kangaroos,1988-07-17,1988,16,Melbourne Cricket Ground,A,W,1,0.8,78.0,1,8.0,28.0,6.0,0.0,0.46153846153846156
Western Bulldogs,Geelong Cats,1988-07-23,1988,17,GMHBA Stadium,A,L,0,0.8,85.0,2,6.0,32.0,6.0,0.8,0.5
Western Bulldogs,Brisbane Bears,1988-07-31,1988,18,Western Oval,H,W,1,0.6,87.6,-1,8.0,32.0,7.0,1.0,0.72
Western Bulldogs,St Kilda Saints,1988-08-06,1988,19,Western Oval,H,W,1,0.6,84.6,1,6.0,36.0,6.0,0.8,0.7254901960784313
Western Bulldogs,Melbourne Demons,1988-08-13,1988,20,Melbourne Cricket Ground,A,W,1,0.8,95.6,2,7.0,40.0,5.0,0.45454545454545453,0.5
Western Bulldogs,Fitzroy Lions,1988-08-20,1988,21,Princes Park,A,L,0,0.8,101.6,3,7.0,44.0,5.0,0.7,0.3
Western Bulldogs,west coast eagles,1988-08-28,1988,22,Western Oval,H,L,0,0.6,101.6,-1,8.0,44.0,6.0,,0.7307692307692307
Western Bulldogs,carlton blues,1989-04-01,1989,1,Princes Park,A,W,1,0.6,93.6,-2,216.0,0.0,1.0,1.0,0.2727272727272727
Western Bulldogs,richmond tigers,1989-04-08,1989,2,Melbourne Cricket Ground,A,L,0,0.6,103.2,1,7.0,4.0,1.0,1.0,0.5333333333333333
Western Bulldogs,North Melbourne Kangaroos,1989-04-15,1989,3,Western Oval,H,L,0,0.4,94.4,-1,7.0,4.0,3.0,0.5454545454545454,0.7169811320754716
Western Bulldogs,Geelong Cats,1989-04-23,1989,4,Western Oval,H,L,0,0.2,85.6,-2,8.0,4.0,10.0,0.6666666666666666,0.7037037037037037
Western Bulldogs,Melbourne Demons,1989-04-29,1989,5,Melbourne Cricket Ground,A,L,0,0.2,80.4,-3,6.0,4.0,10.0,0.5,0.5
Western Bulldogs,Brisbane Bears,1989-05-07,1989,6,People First Stadium,A,L,0,0.2,88.8,-4,8.0,4.0,11.0,1.0,0.3333333333333333
Western Bulldogs,Collingwood Magpies,1989-05-13,1989,7,Victoria Park,A,L,0,0.0,72.6,-5,6.0,4.0,12.0,0.4,0.3333333333333333
Western Bulldogs,Fitzroy Lions,1989-05-20,1989,8,Western Oval,H,W,1,0.0,70.6,-6,7.0,4.0,12.0,0.6363636363636364,0.6909090909090909
Western Bulldogs,Hawthorn Hawks,1989-05-28,1989,9,Western Oval,H,L,0,0.2,70.2,1,8.0,8.0,11.0,0.36363636363636365,0.6964285714285714
Western Bulldogs,Sydney Swans,1989-06-03,1989,10,Western Oval,H,W,1,0.2,67.4,-1,6.0,8.0,11.0,0.375,0.6842105263157895
Western Bulldogs,St Kilda Saints,1989-06-10,1989,11,Waverley Park,H,W,1,0.4,72.8,1,7.0,12.0,10.0,0.8181818181818182,0.44
Western Bulldogs,West Coast Eagles,1989-06-16,1989,12,WACA,A,L,0,0.6,75.0,2,6.0,16.0,8.0,0.5,0.0
Western Bulldogs,Essendon Bombers,1989-06-24,1989,13,Windy Hill,A,L,0,0.6,74.8,-1,8.0,16.0,10.0,0.5,0.6666666666666666
Western Bulldogs,Collingwood Magpies,1989-07-09,1989,14,Western Oval,H,W,1,0.4,66.6,-2,15.0,16.0,11.0,0.36363636363636365,0.6896551724137931
Western Bulldogs,Sydney Swans,1989-07-16,1989,15,Sydney Cricket Ground,A,L,0,0.6,73.0,1,7.0,20.0,9.0,0.4444444444444444,0.0
Western Bulldogs,Carlton Blues,1989-07-22,1989,16,Western Oval,H,D,0,0.4,68.8,-1,6.0,20.0,11.0,0.4,0.6949152542372882
Western Bulldogs,West Coast Eagles,1989-07-30,1989,17,Western Oval,H,L,0,0.2,65.6,0,8.0,22.0,11.0,0.3333333333333333,0.6833333333333333
Western Bulldogs,Essendon Bombers,1989-08-06,1989,18,Western Oval,H,L,0,0.2,64.6,-1,7.0,22.0,11.0,0.45454545454545453,0.6721311475409836
Western Bulldogs,Geelong Cats,1989-08-12,1989,19,GMHBA Stadium,A,L,0,0.2,64.6,-2,6.0,22.0,11.0,0.5714285714285714,0.3333333333333333
Western Bulldogs,Richmond Tigers,1989-08-19,1989,20,Western Oval,H,W,1,0.0,58.4,-3,7.0,22.0,11.0,0.6666666666666666,0.6612903225806451
Western Bulldogs,Hawthorn Hawks,1989-08-26,1989,21,Princes Park,A,L,0,0.2,64.4,1,7.0,26.0,10.0,0.3333333333333333,0.3333333333333333
Western Bulldogs,fitzroy lions,1989-09-02,1989,22,Princes Park,A,L,0,0.2,67.0,-1,7.0,26.0,13.0,,0.3076923076923077
Western Bulldogs,St Kilda Saints,1990-04-01,1990,1,Western Oval,H,L,0,0.2,68.8,-2,211.0,0.0,1.0,0.8333333333333334,0.6666666666666666
Western Bulldogs,Sydney Swans,1990-04-08,1990,2,Sydney Cricket Ground,A,W,1,0.2,80.4,-3,7.0,0.0,8.0,0.4,0.0
Western Bulldogs,West Coast Eagles,1990-04-14,1990,3,Western Oval,H,L,0,0.4,93.6,1,6.0,4.0,4.0,0.25,0.65625
Western Bulldogs,Collingwood Magpies,1990-04-21,1990,4,Victoria Park,A,L,0,0.2,84.0,-1,7.0,4.0,8.0,0.4166666666666667,0.2857142857142857
Western Bulldogs,Carlton Blues,1990-04-25,1990,5,Princes Park,A,W,1,0.2,87.8,-2,4.0,4.0,9.0,0.36363636363636365,0.2857142857142857
Western Bulldogs,Fitzroy Lions,1990-05-05,1990,6,Waverley Park,H,W,1,0.4,92.2,1,10.0,8.0,8.0,0.6666666666666666,0.46153846153846156
Western Bulldogs,North Melbourne Kangaroos,1990-05-12,1990,7,Melbourne Cricket Ground,A,W,1,0.6,92.4,2,7.0,12.0,8.0,0.5,0.47058823529411764
Western Bulldogs,Essendon Bombers,1990-05-20,1990,8,Western Oval,H,L,0,0.6,81.8,3,8.0,16.0,4.0,0.4166666666666667,0.6461538461538462
Western Bulldogs,Brisbane Bears,1990-05-26,1990,9,People First Stadium,A,W,1,0.6,85.6,-1,6.0,16.0,7.0,0.6666666666666666,0.25
Western Bulldogs,Geelong Cats,1990-06-03,1990,10,GMHBA Stadium,A,L,0,0.8,95.0,1,8.0,20.0,6.0,0.5,0.25
Western Bulldogs,richmond tigers,1990-06-11,1990,11,Western Oval,H,W,1,0.6,93.2,-1,8.0,20.0,7.0,0.6666666666666666,0.6363636363636364
Western Bulldogs,Melbourne Demons,1990-06-17,1990,12,Western Oval,H,L,0,0.6,96.0,1,6.0,24.0,6.0,0.46153846153846156,0.6417910447761194
Western Bulldogs,Hawthorn Hawks,1990-06-30,1990,13,Waverley Park,A,W,1,0.4,92.2,-1,13.0,24.0,6.0,0.3076923076923077,0.48148148148148145
Western Bulldogs,St Kilda Saints,1990-07-07,1990,14,People First Stadium,A,W,1,0.6,94.8,1,7.0,28.0,5.0,0.7692307692307693,0.4
Western Bulldogs,Sydney Swans,1990-07-14,1990,15,Western Oval,H,W,1,0.6,86.8,2,7.0,32.0,5.0,0.45454545454545453,0.6323529411764706
Western Bulldogs,West Coast Eagles,1990-07-20,1990,16,WACA,A,L,0,0.8,90.4,3,6.0,36.0,4.0,0.2,0.0
Western Bulldogs,Collingwood Magpies,1990-07-29,1990,17,Melbourne Cricket Ground,H,W,1,0.6,84.4,-1,9.0,36.0,5.0,0.38461538461538464,0.5
Western Bulldogs,Carlton Blues,1990-08-05,1990,18,Western Oval,H,L,0,0.8,90.0,1,7.0,40.0,5.0,0.4166666666666667,0.6376811594202898
Western Bulldogs,Fitzroy Lions,1990-08-11,1990,19,Princes Park,A,W,1,0.6,85.2,-1,6.0,40.0,6.0,0.6923076923076923,0.3333333333333333
Western Bulldogs,North Melbourne Kangaroos,1990-08-18,1990,20,Western Oval,H,L,0,0.6,92.8,1,7.0,44.0,6.0,0.5384615384615384,0.6285714285714286
Western Bulldogs,Essendon Bombers,1990-08-25,1990,21,Windy Hill,A,L,0,0.4,88.0,-1,7.0,44.0,6.0,0.38461538461538464,0.5714285714285714
Western Bulldogs,Brisbane Bears,1990-09-01,1990,22,Western Oval,H,W,1,0.4,90.8,-2,7.0,44.0,7.0,0.75,0.6197183098591549
Western Bulldogs,collingwood magpies,1991-03-24,1991,1,Waverley Park,H,L,0,0.4,95.0,1,204.0,0.0,1.0,1.0,0.5
Western Bulldogs,Geelong Cats,1991-04-07,1991,3,Western Oval,H,L,0,0.4,96.8,-1,14.0,0.0,10.0,0.4444444444444444,0.625
Western Bulldogs,fitzroy lions,1991-04-13,1991,4,Princes Park,A,W,1,0.2,85.8,-2,6.0,0.0,10.0,0.0,0.375
Western Bulldogs,Hawthorn Hawks,1991-04-20,1991,5,Waverley Park,H,W,1,0.4,89.4,1,7.0,4.0,9.0,0.35714285714285715,0.4827586206896552
Western Bulldogs,Adelaide Crows,1991-04-28,1991,6,AAMI Stadium,A,L,0,0.6,97.0,2,8.0,8.0,7.0,,
Western Bulldogs,richmond tigers,1991-05-05,1991,7,Western Oval,H,W,1,0.4,93.0,-1,7.0,8.0,9.0,0.75,0.6164383561643836
Western Bulldogs,Melbourne Demons,1991-05-11,1991,8,Melbourne Cricket Ground,A,L,0,0.6,104.4,1,6.0,12.0,7.0,0.42857142857142855,0.5263157894736842
Western Bulldogs,brisbane bears,1991-05-18,1991,9,Western Oval,H,W,1,0.6,107.2,-1,7.0,12.0,8.0,0.5,0.6216216216216216
Western Bulldogs,North Melbourne Kangaroos,1991-05-25,1991,10,Melbourne Cricket Ground,A,L,0,0.6,106.2,1,7.0,16.0,8.0,0.5,0.5
Western Bulldogs,Carlton Blues,1991-06-02,1991,11,Western Oval,H,W,1,0.4,108.0,-1,8.0,16.0,8.0,0.38461538461538464,0.6266666666666667
Western Bulldogs,Sydney Swans,1991-06-08,1991,12,Western Oval,H,D,0,0.6,100.0,1,6.0,20.0,7.0,0.5,0.631578947368421
Western Bulldogs,west coast eagles,1991-06-14,1991,13,WACA,A,L,0,0.4,80.4,0,6.0,22.0,7.0,0.0,0.0
Western Bulldogs,St Kilda Saints,1991-06-22,1991,14,Moorabbin Oval,A,L,0,0.4,73.4,-1,8.0,22.0,8.0,0.7857142857142857,0.5
Western Bulldogs,Essendon Bombers,1991-06-29,1991,15,Western Oval,H,W,1,0.2,67.0,-2,7.0,22.0,10.0,0.35714285714285715,0.6233766233766234
Western Bulldogs,Collingwood Magpies,1991-07-06,1991,16,Victoria Park,A,L,0,0.4,59.4,1,7.0,26.0,10.0,0.42857142857142855,0.25
Western Bulldogs,Geelong Cats,1991-07-21,1991,18,GMHBA Stadium,A,L,0,0.2,64.0,-1,15.0,26.0,10.0,0.4,0.2
Western Bulldogs,Fitzroy Lions,1991-07-27,1991,19,Western Oval,H,W,1,0.2,70.6,-2,6.0,26.0,10.0,0.7142857142857143,0.6282051282051282
Western Bulldogs,Hawthorn Hawks,1991-08-03,1991,20,Waverley Park,A,L,0,0.4,82.8,1,7.0,30.0,9.0,0.4,0.5
Western Bulldogs,Adelaide Crows,1991-08-10,1991,21,Western Oval,H,W,1,0.4,82.8,-1,7.0,30.0,11.0,0.0,0.6329113924050633
Western Bulldogs,Richmond Tigers,1991-08-17,1991,22,Melbourne Cricket Ground,A,L,0,0.4,77.8,1,7.0,34.0,9.0,0.7,0.47619047619047616
Western Bulldogs,Melbourne Demons,1991-08-25,1991,23,Western Oval,H,L,0,0.4,77.4,-1,8.0,34.0,9.0,0.4,0.6375
Western Bulldogs,Brisbane Bears,1991-08-31,1991,24,People First Stadium,A,W,1,0.4,72.8,-2,6.0,34.0,9.0,0.8,0.5
Western Bulldogs,Adelaide Crows,1992-03-22,1992,1,AAMI Stadium,A,W,1,0.4,70.8,1,204.0,0.0,1.0,0.5,0.0
Western Bulldogs,St Kilda Saints,1992-03-29,1992,2,Western Oval,H,W,1,0.6,79.8,2,7.0,4.0,1.0,0.7333333333333333,0.6296296296296297
Western Bulldogs,Essendon Bombers,1992-04-05,1992,3,Western Oval,H,L,0,0.6,88.6,3,7.0,8.0,1.0,0.4,0.6341463414634146
Western Bulldogs,Sydney Swans,1992-04-12,1992,4,Sydney Cricket Ground,A,W,1,0.6,86.8,-1,7.0,8.0,1.0,0.46153846153846156,0.14285714285714285
Western Bulldogs,North Melbourne Kangaroos,1992-04-18,1992,5,Melbourne Cricket Ground,A,W,1,0.8,110.8,1,6.0,12.0,1.0,0.4666666666666667,0.45454545454545453
Western Bulldogs,Carlton Blues,1992-05-03,1992,7,Melbourne Cricket Ground,H,W,1,0.8,119.2,2,15.0,16.0,1.0,0.42857142857142855,0.4782608695652174
Western Bulldogs,West Coast Eagles,1992-05-10,1992,8,Domain Stadium,A,L,0,0.8,122.0,3,7.0,20.0,1.0,0.16666666666666666,
Western Bulldogs,Brisbane Bears,1992-05-17,1992,9,People First Stadium,A,W,1,0.6,115.2,-1,7.0,20.0,1.0,0.8333333333333334,0.5714285714285714
Western Bulldogs,Richmond Tigers,1992-05-23,1992,10,Western Oval,H,W,1,0.8,118.2,1,6.0,24.0,1.0,0.6363636363636364,0.6265060240963856
Western Bulldogs,Hawthorn Hawks,1992-05-31,1992,11,Western Oval,H,W,1,0.8,106.6,2,8.0,28.0,1.0,0.375,0.6309523809523809
Western Bulldogs,Fitzroy Lions,1992-06-06,1992,12,Princes Park,A,W,1,0.8,100.4,3,6.0,32.0,1.0,0.7333333333333333,0.4117647058823529
Western Bulldogs,Melbourne Demons,1992-06-14,1992,13,Western Oval,H,W,1,0.8,104.0,4,8.0,36.0,1.0,0.375,0.6352941176470588
Western Bulldogs,collingwood magpies,1992-06-21,1992,14,Melbourne Cricket Ground,A,L,0,1.0,121.4,5,7.0,40.0,1.0,0.5,0.5
Western Bulldogs,Geelong Cats,1992-06-28,1992,15,GMHBA Stadium,A,L,0,0.8,119.8,-1,7.0,40.0,1.0,0.36363636363636365,0.16666666666666666
Western Bulldogs,Adelaide Crows,1992-07-04,1992,16,Waverley Park,H,W,1,0.6,117.0,-2,6.0,40.0,2.0,0.6666666666666666,0.4838709677419355
Western Bulldogs,St Kilda Saints,1992-07-11,1992,17,Moorabbin Oval,A,W,1,0.6,123.8,1,7.0,44.0,1.0,0.75,0.4
Western Bulldogs,Essendon Bombers,1992-07-18,1992,18,Melbourne Cricket Ground,A,L,0,0.6,114.0,2,7.0,48.0,1.0,0.375,0.48
Western Bulldogs,Sydney Swans,1992-07-25,1992,19,Western Oval,H,W,1,0.4,97.2,-1,7.0,48.0,2.0,0.5,0.6395348837209303
Western Bulldogs,North Melbourne Kangaroos,1992-08-01,1992,20,Waverley Park,H,W,1,0.6,102.6,1,7.0,52.0,1.0,0.5,0.5
Western Bulldogs,Carlton Blues,1992-08-15,1992,22,Princes Park,A,L,0,0.8,114.4,2,14.0,56.0,1.0,0.4666666666666667,0.4444444444444444
Western Bulldogs,West Coast Eagles,1992-08-23,1992,23,Western Oval,H,W,1,0.6,96.6,-1,8.0,56.0,3.0,0.14285714285714285,0.6436781609195402
Western Bulldogs,Brisbane Bears,1992-08-29,1992,24,Western Oval,H,W,1,0.6,87.8,1,6.0,60.0,1.0,0.8571428571428571,0.6477272727272727
Western Bulldogs,geelong cats,1992-09-06,1992,QF,Melbourne Cricket Ground,A,L,0,0.8,98.6,2,8.0,64.0,1.0,0.6,0.46153846153846156
Western Bulldogs,St Kilda Saints,1992-09-12,1992,SF,Waverley Park,H,W,1,0.6,100.2,-1,6.0,64.0,3.0,0.7647058823529411,0.5151515151515151
Western Bulldogs,Geelong Cats,1992-09-19,1992,PF,Melbourne Cricket Ground,A,L,0,0.6,93.6,1,7.0,68.0,1.0,0.3333333333333333,0.4444444444444444
Western Bulldogs,Collingwood Magpies,1993-03-26,1993,1,Melbourne Cricket Ground,H,L,0,0.6,99.8,-1,188.0,0.0,1.0,0.4,0.42857142857142855
Western Bulldogs,Melbourne Demons,1993-04-03,1993,2,Princes Park,A,W,1,0.4,108.2,-2,8.0,0.0,7.0,0.4117647058823529,0.42105263157894735
Western Bulldogs,Fitzroy Lions,1993-04-10,1993,3,Princes Park,A,W,1,0.4,102.6,1,7.0,4.0,3.0,0.75,0.45
Western Bulldogs,Essendon Bombers,1993-04-24,1993,5,Western Oval,H,W,1,0.6,100.6,2,14.0,8.0,4.0,0.35294117647058826,0.651685393258427
Western Bulldogs,West Coast Eagles,1993-05-02,1993,6,Domain Stadium,A,L,0,0.6,102.2,3,8.0,12.0,2.0,0.25,0.0
Western Bulldogs,North Melbourne Kangaroos,1993-05-08,1993,7,Western Oval,H,L,0,0.6,102.0,-1,6.0,12.0,4.0,0.5294117647058824,0.6555555555555556
Western Bulldogs,Carlton Blues,1993-05-15,1993,8,Princes Park,A,W,1,0.6,105.0,-2,7.0,12.0,6.0,0.4375,0.47619047619047616
Western Bulldogs,St Kilda Saints,1993-05-22,1993,9,Western Oval,H,W,1,0.6,105.6,1,7.0,16.0,4.0,0.7777777777777778,0.6483516483516484
Western Bulldogs,hawthorn hawks,1993-05-29,1993,10,Western Oval,H,L,0,0.6,114.0,2,7.0,20.0,3.0,0.0,0.6521739130434783
Western Bulldogs,Adelaide Crows,1993-06-13,1993,11,AAMI Stadium,A,L,0,0.4,101.0,-1,15.0,20.0,5.0,0.75,0.5
Western Bulldogs,Sydney Swans,1993-06-19,1993,12,Western Oval,H,W,1,0.4,96.6,-2,6.0,20.0,8.0,0.5333333333333333,0.6451612903225806
Western Bulldogs,Brisbane Bears,1993-06-26,1993,13,Western Oval,H,W,1,0.6,93.4,1,7.0,24.0,6.0,0.875,0.648936170212766
Western Bulldogs,Geelong Cats,1993-07-03,1993,14,GMHBA Stadium,A,L,0,0.6,96.4,2,7.0,28.0,4.0,0.3076923076923077,0.14285714285714285
Western Bulldogs,Richmond Tigers,1993-07-11,1993,15,Melbourne Cricket Ground,A,W,1,0.4,78.6,-1,8.0,28.0,7.0,0.6666666666666666,0.41379310344827586
Western Bulldogs,collingwood magpies,1993-07-17,1993,16,Victoria Park,A,L,0,0.6,81.8,1,6.0,32.0,7.0,0.3333333333333333,0.2222222222222222
Western Bulldogs,Melbourne Demons,1993-07-24,1993,17,Western Oval,H,L,0,0.6,85.6,-1,7.0,32.0,7.0,0.4444444444444444,0.6526315789473685
Western Bulldogs,Fitzroy Lions,1993-07-31,1993,18,Western Oval,H,W,1,0.4,86.2,-2,7.0,32.0,7.0,0.7647058823529411,0.6458333333333334
Western Bulldogs,Essendon Bombers,1993-08-14,1993,20,Melbourne Cricket Ground,A,L,0,0.4,91.2,1,14.0,36.0,7.0,0.3888888888888889,0.43333333333333335
Western Bulldogs,West Coast Eagles,1993-08-21,1993,21,Western Oval,H,W,1,0.4,97.4,-1,7.0,36.0,9.0,0.2222222222222222,0.6494845360824743
Western Bulldogs,North Melbourne Kangaroos,1993-08-28,1993,22,Melbourne Cricket Ground,A,W,1,0.4,100.6,1,7.0,40.0,8.0,0.5,0.41935483870967744
Western Bulldogs,Richmond Tigers,1994-03-26,1994,1,Western Oval,H,W,1,0.6,111.4,2,210.0,0.0,1.0,0.6923076923076923,0.6530612244897959
Western Bulldogs,Geelong Cats,1994-04-04,1994,2,GMHBA Stadium,A,L,0,0.8,114.6,3,9.0,4.0,1.0,0.2857142857142857,0.125
Western Bulldogs,Collingwood Magpies,1994-04-10,1994,3,Melbourne Cricket Ground,A,L,0,0.6,98.2,-1,6.0,4.0,2.0,0.375,0.4375
Western Bulldogs,North Melbourne Kangaroos,1994-04-16,1994,4,Western Oval,H,L,0,0.6,100.0,-2,6.0,4.0,6.0,0.5263157894736842,0.6565656565656566
Western Bulldogs,Adelaide Crows,1994-04-24,1994,5,AAMI Stadium,A,W,1,0.4,101.0,-3,8.0,4.0,8.0,0.6,0.3333333333333333
Western Bulldogs,Brisbane Bears,1994-05-08,1994,7,Western Oval,H,W,1,0.4,96.0,1,14.0,8.0,7.0,0.8888888888888888,0.65
Western Bulldogs,Melbourne Demons,1994-05-15,1994,8,Melbourne Cricket Ground,A,W,1,0.4,90.6,2,7.0,12.0,4.0,0.42105263157894735,0.42424242424242425
Western Bulldogs,west coast eagles,1994-05-21,1994,9,Western Oval,H,L,0,0.6,96.6,3,6.0,16.0,4.0,0.0,0.6534653465346535
Western Bulldogs,Carlton Blues,1994-05-28,1994,10,Princes Park,A,L,0,0.6,88.2,-1,7.0,16.0,6.0,0.47058823529411764,0.5
Western Bulldogs,Hawthorn Hawks,1994-06-05,1994,11,Waverley Park,A,L,0,0.6,87.8,-2,8.0,16.0,10.0,0.4117647058823529,0.5294117647058824
Western Bulldogs,Essendon Bombers,1994-06-13,1994,12,Waverley Park,H,W,1,0.4,78.0,-3,8.0,16.0,10.0,0.3684210526315789,0.5142857142857142
Western Bulldogs,Sydney Swans,1994-06-19,1994,13,Western Oval,H,W,1,0.4,79.2,1,6.0,20.0,8.0,0.5625,0.6470588235294118
Western Bulldogs,Fitzroy Lions,1994-06-25,1994,14,Western Oval,H,W,1,0.4,87.2,2,6.0,24.0,5.0,0.7777777777777778,0.6504854368932039
Western Bulldogs,Richmond Tigers,1994-07-09,1994,16,Melbourne Cricket Ground,A,L,0,0.6,105.6,3,14.0,28.0,6.0,0.7142857142857143,0.4411764705882353
Western Bulldogs,Geelong Cats,1994-07-16,1994,17,Western Oval,H,W,1,0.6,105.0,-1,7.0,28.0,8.0,0.26666666666666666,0.6538461538461539
Western Bulldogs,Collingwood Magpies,1994-07-23,1994,18,Western Oval,H,W,1,0.8,115.4,1,7.0,32.0,8.0,0.35294117647058826,0.6571428571428571
Western Bulldogs,North Melbourne Kangaroos,1994-07-29,1994,19,Melbourne Cricket Ground,A,L,0,0.8,114.4,2,6.0,36.0,4.0,0.5,0.42857142857142855
Western Bulldogs,Adelaide Crows,1994-08-07,1994,20,Western Oval,H,W,1,0.6,104.0,-1,9.0,36.0,4.0,0.6666666666666666,0.660377358490566
Western Bulldogs,St Kilda Saints,1994-08-13,1994,21,Waverley Park,A,W,1,0.6,98.8,1,6.0,40.0,5.0,0.7894736842105263,0.5277777777777778
Western Bulldogs,Brisbane Bears,1994-08-21,1994,22,The Gabba,A,W,1,0.8,103.4,2,8.0,44.0,3.0,0.9,
Western Bulldogs,Melbourne Demons,1994-08-27,1994,23,Western Oval,H,W,1,0.8,100.4,3,6.0,48.0,2.0,0.45,0.6635514018691588
Western Bulldogs,West Coast Eagles,1994-09-04,1994,24,Domain Stadium,A,L,0,0.8,105.2,4,8.0,52.0,3.0,0.3,0.0
Western Bulldogs,Geelong Cats,1994-09-10,1994,QF,Melbourne Cricket Ground,A,L,0,0.8,98.0,-1,6.0,52.0,3.0,0.3125,0.4166666666666667
Western Bulldogs,Melbourne Demons,1994-09-18,1994,SF,Melbourne Cricket Ground,A,L,0,0.6,94.6,-2,8.0,52.0,3.0,0.47619047619047616,0.40540540540540543
Western Bulldogs,Sydney Swans,1995-04-02,1995,1,Western Oval,H,W,1,0.4,84.2,-3,196.0,0.0,1.0,0.5882352941176471,0.6666666666666666
Western Bulldogs,Hawthorn Hawks,1995-04-08,1995,2,Waverley Park,A,W,1,0.4,85.0,1,6.0,4.0,1.0,0.3888888888888889,0.5405405405405406
Western Bulldogs,Carlton Blues,1995-04-15,1995,3,Melbourne Cricket Ground,A,L,0,0.4,81.8,2,7.0,8.0,1.0,0.4444444444444444,0.39473684210526316
Western Bulldogs,Melbourne Demons,1995-04-23,1995,4,Princes Park,H,W,1,0.4,84.6,-1,8.0,8.0,6.0,0.45454545454545453,0.4782608695652174
Western Bulldogs,Fremantle Dockers,1995-04-29,1995,5,Western Oval,H,W,1,0.6,85.0,1,6.0,12.0,4.0,,0.6697247706422018
Western Bulldogs,geelong cats,1995-05-06,1995,6,Western Oval,H,L,0,0.8,91.6,2,7.0,16.0,4.0,0.5,0.6727272727272727
Western Bulldogs,St Kilda Saints,1995-05-13,1995,7,Waverley Park,A,L,0,0.6,83.6,-1,7.0,16.0,5.0,0.8,0.5526315789473685
Western Bulldogs,North Melbourne Kangaroos,1995-05-20,1995,8,Western Oval,H,L,0,0.4,82.0,-2,7.0,16.0,6.0,0.47619047619047616,0.6666666666666666
Western Bulldogs,Essendon Bombers,1995-05-27,1995,9,Melbourne Cricket Ground,A,L,0,0.4,86.8,-3,7.0,16.0,7.0,0.4,0.38461538461538464
Western Bulldogs,Richmond Tigers,1995-06-04,1995,10,Melbourne Cricket Ground,A,L,0,0.2,79.6,-4,8.0,16.0,7.0,0.6666666666666666,0.375
Western Bulldogs,Adelaide Crows,1995-06-10,1995,11,AAMI Stadium,A,L,0,0.0,72.8,-5,6.0,16.0,8.0,0.7142857142857143,0.5
Western Bulldogs,Collingwood Magpies,1995-06-24,1995,12,Waverley Park,A,D,0,0.0,69.6,-6,14.0,16.0,11.0,0.3888888888888889,0.5384615384615384
Western Bulldogs,Brisbane Bears,1995-07-01,1995,13,Western Oval,H,W,1,0.0,66.4,0,7.0,18.0,12.0,0.9090909090909091,0.6607142857142857
Western Bulldogs,Fitzroy Lions,1995-07-09,1995,14,Western Oval,A,W,1,0.2,63.4,1,8.0,22.0,11.0,0.7894736842105263,0.6637168141592921
Western Bulldogs,west coast eagles,1995-07-16,1995,15,Domain Stadium,A,W,1,0.4,79.2,2,7.0,26.0,8.0,0.0,0.0
